NUM_PASAJEROS;ANIO;MES;DIA;EsEscolar;EsFestivo
62258;2019;5;5;1;0
136111;2019;5;6;1;0
135733;2019;5;7;1;0
136300;2019;5;8;1;0
135866;2019;5;9;1;0
140888;2019;5;10;1;0
84675;2019;5;11;1;0
62474;2019;5;12;1;0
136694;2019;5;13;1;0
136771;2019;5;14;1;0
137235;2019;5;15;1;0
136721;2019;5;16;1;0
136003;2019;5;17;1;0
81782;2019;5;18;1;0
60114;2019;5;19;1;0
132963;2019;5;20;1;0
133398;2019;5;21;1;0
132904;2019;5;22;1;0
132133;2019;5;23;1;0
132938;2019;5;24;1;0
80696;2019;5;25;1;0
64118;2019;5;26;1;0
132949;2019;5;27;1;0
135463;2019;5;28;1;0
135966;2019;5;29;1;0
68628;2019;5;30;1;0
130188;2019;5;31;1;0
81564;2019;6;1;1;0
63771;2019;6;2;1;0
134414;2019;6;3;1;0
133856;2019;6;4;1;0
132992;2019;6;5;1;0
132715;2019;6;6;1;0
134932;2019;6;7;1;0
80447;2019;6;8;1;0
62792;2019;6;9;1;0
135430;2019;6;10;1;0
130941;2019;6;11;1;0
130487;2019;6;12;1;0
132812;2019;6;13;1;0
132931;2019;6;14;1;0
81287;2019;6;15;1;0
64935;2019;6;16;1;0
134064;2019;6;17;1;0
132216;2019;6;18;1;0
133324;2019;6;19;1;0
132542;2019;6;20;1;0
131524;2019;6;21;1;0
81815;2019;6;22;0;0
69842;2019;6;23;0;0
130239;2019;6;24;0;0
127727;2019;6;25;0;0
131798;2019;6;26;0;0
130493;2019;6;27;0;0
130512;2019;6;28;0;0
84054;2019;6;29;0;0
67402;2019;6;30;0;0
131423;2019;7;1;0;0
130794;2019;7;2;0;0
132392;2019;7;3;0;0
130748;2019;7;4;0;0
133185;2019;7;5;0;0
83997;2019;7;6;0;0
67027;2019;7;7;0;0
131807;2019;7;8;0;0
132179;2019;7;9;0;0
133670;2019;7;10;0;0
131685;2019;7;11;0;0
130594;2019;7;12;0;0
85087;2019;7;13;0;0
68283;2019;7;14;0;0
127946;2019;7;15;0;0
132753;2019;7;16;0;0
131562;2019;7;17;0;0
130571;2019;7;18;0;0
126079;2019;7;19;0;0
83000;2019;7;20;0;0
69254;2019;7;21;0;0
125865;2019;7;22;0;0
125372;2019;7;23;0;0
126849;2019;7;24;0;0
131737;2019;7;25;0;0
127067;2019;7;26;0;0
82887;2019;7;27;0;0
65385;2019;7;28;0;0
124994;2019;7;29;0;0
120350;2019;7;30;0;0
125213;2019;7;31;0;0
124476;2019;8;1;0;0
124347;2019;8;2;0;0
83170;2019;8;3;0;0
67010;2019;8;4;0;0
123085;2019;8;5;0;0
123684;2019;8;6;0;0
124565;2019;8;7;0;0
123358;2019;8;8;0;0
123633;2019;8;9;0;0
86725;2019;8;10;0;0
68276;2019;8;11;0;0
122332;2019;8;12;0;0
121467;2019;8;13;0;0
125998;2019;8;14;0;0
82923;2019;8;15;0;0
119514;2019;8;16;0;0
80416;2019;8;17;0;0
65793;2019;8;18;0;0
118734;2019;8;19;0;0
119544;2019;8;20;0;0
117602;2019;8;21;0;0
117444;2019;8;22;0;0
117620;2019;8;23;0;0
79242;2019;8;24;0;0
67874;2019;8;25;0;0
119812;2019;8;26;0;0
120132;2019;8;27;0;0
120884;2019;8;28;0;0
120745;2019;8;29;0;0
121788;2019;8;30;0;0
83209;2019;8;31;0;0
66535;2019;9;1;0;0
128771;2019;9;2;0;0
130271;2019;9;3;0;0
131753;2019;9;4;0;0
129157;2019;9;5;0;0
129277;2019;9;6;0;0
90081;2019;9;7;0;0
67352;2019;9;8;0;0
133234;2019;9;9;0;0
136515;2019;9;10;0;0
142576;2019;9;11;1;0
137463;2019;9;12;1;0
138755;2019;9;13;1;0
85457;2019;9;14;1;0
67432;2019;9;15;1;0
137919;2019;9;16;1;0
140287;2019;9;17;1;0
143956;2019;9;18;1;0
142950;2019;9;19;1;0
145528;2019;9;20;1;0
86123;2019;9;21;1;0
66712;2019;9;22;1;0
143754;2019;9;23;1;0
143396;2019;9;24;1;0
149239;2019;9;25;1;0
146769;2019;9;26;1;0
145050;2019;9;27;1;0
87167;2019;9;28;1;0
65936;2019;9;29;1;0
145372;2019;9;30;1;0
146853;2019;10;1;1;0
148330;2019;10;2;1;0
146639;2019;10;3;1;0
1634;2019;10;4;1;0
